"make_model","city_mpg","hwy_mpg","eng_type","torque","hp","cyl","displacement","drivetrain","transmission","weight"
Chevrolet Spark 2LT 4dr hatch,30,39,Gas,83,84,4,1.2,FWD,Auto,2368
Chevrolet Spark 2LT 4dr hatc,31,39,Gas,83,84,4,1.2,FWD,Manual,2269
Chevrolet Spark LS 4dr hatch,30,39,Gas,83,84,4,1.2,FWD,Auto,2368
Chevrolet Spark LS 4dr hatc,31,39,Gas,83,84,4,1.2,FWD,Manual,2269
Dodge Dart SE 4d,25,36,Gas,148,160,4,2.0,FWD,Manual,3186
Dodge Dart SXT 4d,22,35,Gas,171,184,4,2.4,FWD,Manual,3297
FIAT 500 Lounge 2dr hatc,31,40,Gas,98,101,4,1.4,FWD,Manual,2363
FIAT 500 Pop 2dr hatc,31,40,Gas,98,101,4,1.4,FWD,Manual,2363
FIAT 500 Sport 2dr hatch,31,40,Gas,98,101,4,1.4,FWD,Manual,2363
FIAT 500L Pop 4dr hatc,25,33,Gas,184,160,4,1.4,FWD,Manual,3203
Ford Fiesta S 4d,27,38,Gas,112,120,4,1.6,FWD,Manual,2578
Ford Fiesta S 4dr hatc,27,38,Gas,112,120,4,1.6,FWD,Manual,2537
Ford Fiesta SE 4d,27,38,Gas,148,123,4,1.6,FWD,Manual,2578
Ford Fiesta SE 4dr hatc,27,38,Gas,148,123,4,1.6,FWD,Manual,2537
Ford Fiesta Titanium 4d,27,38,Gas,112,120,4,1.6,FWD,Manual,2578
Ford Fiesta Titanium 4dr hatc,27,38,Gas,112,120,4,1.6,FWD,Manual,2537
Ford Focus S 4d,26,36,Gas,146,160,4,2.0,FWD,Manual,2935
Ford Focus SE 4d,26,36,Gas,146,160,4,2.0,FWD,Manual,2960
Ford Focus SE 4dr hatc,26,36,Gas,146,160,4,2.0,FWD,Manual,2948
Honda Civic LX 2d,30,39,Gas,129,143,4,1.8,FWD,Auto,2811
Honda Insight 4dr hatc,41,44,Hybrid,123,98,4,1.3,FWD,Auto,2747
Hyundai Accent GLS 4dr,27,37,Gas,123,138,4,1.6,FWD,Auto,2546
Hyundai Accent GLS 4d,27,38,Gas,123,138,4,1.6,FWD,Manual,2480
Hyundai Accent GS 4dr hatch,27,37,Gas,123,138,4,1.6,FWD,Auto,2555
Hyundai Accent GS 4dr hatc,27,38,Gas,123,138,4,1.6,FWD,Manual,2489
Hyundai Accent SE 4dr hatch,27,37,Gas,123,138,4,1.6,FWD,Auto,2635
Hyundai Accent SE 4dr hatc,27,38,Gas,123,138,4,1.6,FWD,Manual,2546
Hyundai Elantra 2d,24,34,Gas,154,173,4,2.0,FWD,Auto,2818
Hyundai Veloster 2dr hatch w/Black Interior Colo,28,35,Gas,120,132,4,1.6,FWD,Auto,2657
Hyundai Veloster 2dr hatch w/Black Interior Colo,26,36,Gas,123,138,4,1.6,FWD,Manual,2584
Hyundai Veloster 2dr hatch w/Black/Red Interior Colo,28,35,Gas,120,132,4,1.6,FWD,Auto,2657
Hyundai Veloster 2dr hatch w/Black/Red Interior Colo,26,36,Gas,123,138,4,1.6,FWD,Manual,2584
Hyundai Veloster 2dr hatch w/Gray Interior Colo,28,35,Gas,120,132,4,1.6,FWD,Auto,2657
Hyundai Veloster 2dr hatch w/Gray Interior Colo,26,36,Gas,123,138,4,1.6,FWD,Manual,2584
Kia Forte Koup EX 2d,25,34,Gas,154,173,4,2.0,FWD,Auto,2871
Kia Forte LX 4dr,25,36,Gas,131,148,4,1.8,FWD,Auto,2781
Kia Forte LX 4d,25,37,Gas,131,148,4,1.8,FWD,Manual,2736
Kia Rio EX 4dr.,27,37,Gas,123,138,4,1.6,FWD,Auto,2573
Kia Rio EX 4dr hatch,27,37,Gas,123,138,4,1.6,FWD,Auto,2564
Kia Rio LX 4d,27,37,Gas,123,138,4,1.6,FWD,Auto,2573
Kia Rio LX 4d,27,37,Gas,123,138,4,1.6,FWD,Manual,2494
Kia Rio LX 4dr hatch,27,37,Gas,123,138,4,1.6,FWD,Auto,2564
Kia Rio LX 4dr hatc,27,37,Gas,123,138,4,1.6,FWD,Manual,2479
Kia Rio SX 4d,27,37,Gas,123,138,4,1.6,FWD,Auto,2573
Kia Rio SX 4dr hatch,27,37,Gas,123,138,4,1.6,FWD,Auto,2564
Kia Soul + 4dr hatc,23,31,Gas,151,164,4,2.0,FWD,Auto,2714
Kia Soul 4dr hatc,24,30,Gas,118,130,4,1.6,FWD,Auto,2714
Kia Soul 4dr hatc,24,30,Gas,118,130,4,1.6,FWD,Manual,2714
Mazda2 Sport 4dr hatc,28,34,Gas,98,100,4,1.5,FWD,Auto,2359
Mazda2 Sport 4dr hatc,29,35,Gas,98,100,4,1.5,FWD,Manual,2306
Mazda2 Touring 4dr hatc,28,34,Gas,98,100,4,1.5,FWD,Auto,2359
Mazda2 Touring 4dr hatc,29,35,Gas,98,100,4,1.5,FWD,Manual,2306
Mazda3 i Sport 4d,29,41,Gas,150,155,4,2.0,FWD,Manual,2799
Mazda3 i Sport 4dr hatc,29,40,Gas,150,155,4,2.0,FWD,Manual,2815
Mazda3 i SV 4dr,30,41,Gas,150,155,4,2.0,FWD,Auto,2866
Mazda3 i SV 4d,29,41,Gas,150,155,4,2.0,FWD,Manual,2799
Mitsubishi Lancer ES 4dr,26,34,Gas,145,148,4,2.0,FWD,Auto,2932
Mitsubishi Lancer ES 4d,25,34,Gas,145,148,4,2.0,FWD,Manual,2866
Mitsubishi Lancer ES Sportback 4dr hatc,24,32,Gas,145,148,4,2.0,FWD,Auto,2932
Mitsubishi Mirage DE 4dr hatc,34,42,Gas,74,74,3,1.2,FWD,Manual,1973
Mitsubishi Mirage ES 4dr hatc,34,42,Gas,74,74,3,1.2,FWD,Manual,1973
Nissan Cube S 4dr hatch,27,31,Gas,127,122,4,1.8,FWD,Manual,2830
Nissan Sentra FE+ S 4dr,30,39,Gas,128,130,4,1.8,FWD,Auto,2826
Nissan Sentra FE+ SV 4dr,30,39,Gas,128,130,4,1.8,FWD,Auto,2838
Nissan Sentra S 4dr,30,39,Gas,128,130,4,1.8,FWD,Auto,2825
Nissan Sentra S 4d,27,36,Gas,128,130,4,1.8,FWD,Manual,2822
Nissan Sentra SR 4dr,30,39,Gas,128,130,4,1.8,FWD,Auto,2847
Nissan Sentra SV 4dr,30,39,Gas,128,130,4,1.8,FWD,Auto,2837
Nissan Versa Note S 4dr hatc,27,36,Gas,107,109,4,1.6,FWD,Manual,2412
Nissan Versa Note S Plus 4dr hatch,31,40,Gas,107,109,4,1.6,FWD,Auto,2460
Nissan Versa Note SV 4dr hatch,31,40,Gas,107,109,4,1.6,FWD,Auto,2482
Nissan Versa S 4dr,26,35,Gas,107,109,4,1.6,FWD,Auto,2421
Nissan Versa S 4d,27,36,Gas,107,109,4,1.6,FWD,Manual,2363
Nissan Versa S Plus 4dr,31,40,Gas,107,109,4,1.6,FWD,Auto,2437
Nissan Versa SL 4dr,31,40,Gas,107,109,4,1.6,FWD,Auto,2498
Nissan Versa SV 4dr,31,40,Gas,107,109,4,1.6,FWD,Auto,2468
Scion iQ 10 Series 2dr hatch (Limited Edition,36,37,Gas,89,94,4,1.3,FWD,Auto,2127
Scion iQ 2dr hatch,36,37,Gas,89,94,4,1.3,FWD,Auto,2127
Scion tC 2dr hatc,23,31,Gas,172,172,4,2.5,FWD,Manual,3082
Scion xB 4dr hatc,22,28,Gas,162,158,4,2.4,FWD,Auto,3084
Scion xB 4dr hatch,22,28,Gas,162,158,4,2.4,FWD,Auto,3027
Scion xD 4dr hatch,27,33,Gas,125,128,4,1.8,FWD,Auto,2665
Scion xD 4dr hatc,27,33,Gas,125,128,4,1.8,FWD,Manual,2625
smart fortwo Passion 2dr hatc,34,38,Gas,68,70,3,1.0,RWD,Auto,1808
smart fortwo Passion convertibl,34,38,Gas,68,70,3,1.0,RWD,Auto,1808
smart fortwo Pure 2dr hatc,34,38,Gas,68,70,3,1.0,RWD,Auto,1808
Subaru Impreza 2.0i AWD 4dr,27,36,Gas,145,148,4,2.0,AWD,Auto,2976
Subaru Impreza 2.0i AWD 4d,25,34,Gas,145,148,4,2.0,AWD,Manual,2910
Subaru Impreza 2.0i AWD 4dr hatc,25,33,Gas,145,148,4,2.0,AWD,Manual,2910
Toyota Corolla L 4dr,27,36,Gas,128,132,4,1.8,FWD,Auto,2820
Toyota Corolla L 4d,28,37,Gas,128,132,4,1.8,FWD,Manual,2800
Toyota Corolla LE 4dr,29,38,Gas,128,132,4,1.8,FWD,Auto,2855
Toyota Corolla LE Eco 4dr,30,42,Gas,126,140,4,1.8,FWD,Auto,2855
Toyota Corolla LE Plus 4dr,29,38,Gas,128,132,4,1.8,FWD,Auto,2855
Toyota Corolla S 4dr,29,37,Gas,128,132,4,1.8,FWD,Auto,2865
Toyota Prius c One 4dr hatch,53,46,Hybrid,82,73,4,1.5,FWD,Auto,2500
Toyota Yaris L 2dr hatch,30,36,Gas,103,106,4,1.5,FWD,Auto,2315
Toyota Yaris L 2dr hatc,30,37,Gas,103,106,4,1.5,FWD,Manual,2295
Toyota Yaris L 4dr hatch,30,36,Gas,103,106,4,1.5,FWD,Auto,2315
Toyota Yaris LE 2dr hatch,30,36,Gas,103,106,4,1.5,FWD,Auto,2315
Toyota Yaris LE 4dr hatch,30,36,Gas,103,106,4,1.5,FWD,Auto,2315
Toyota Yaris SE 4dr hatch,30,36,Gas,103,106,4,1.5,FWD,Auto,2315
Toyota Yaris SE 4dr hatc,30,37,Gas,103,106,4,1.5,FWD,Manual,2295
Volkswagen Jetta S 4dr,23,29,Gas,125,115,4,2.0,FWD,Auto,2935
Volkswagen Jetta S 4d,24,34,Gas,125,115,4,2.0,FWD,Manual,2836
Volkswagen Jetta SE 4d,26,36,Gas,184,170,4,1.8,FWD,Manual,3021
Chrysler Town & Country Limited,17,25,Gas,260,283,6,3.6,FWD,Auto,4621
Chrysler Town & Country Touring,17,25,Gas,260,283,6,3.6,FWD,Auto,4335
Chrysler Town & Country Touring-L,17,25,Gas,260,283,6,3.6,FWD,Auto,4507
Dodge Grand Caravan AVP,17,25,Flexible Fuel,260,283,6,3.6,FWD,Auto,4321
Dodge Grand Caravan R/T,17,25,Flexible Fuel,260,283,6,3.6,FWD,Auto,4321
Dodge Grand Caravan SE,17,25,Flexible Fuel,260,283,6,3.6,FWD,Auto,4321
Dodge Grand Caravan SE 30th Anniversary,17,25,Flexible Fuel,260,283,6,3.6,FWD,Auto,4321
Dodge Grand Caravan SXT,17,25,Flexible Fuel,260,283,6,3.6,FWD,Auto,4321
Dodge Grand Caravan SXT 30th Anniversary,17,25,Flexible Fuel,260,283,6,3.6,FWD,Auto,4321
Honda Odyssey EX,19,28,Gas,250,248,6,3.5,FWD,Auto,4470
Honda Odyssey EX-L,19,28,Gas,250,248,6,3.5,FWD,Auto,4526
Honda Odyssey EX-L w/DVD Rear Seat Entertainmen,19,28,Gas,250,248,6,3.5,FWD,Auto,4548
Honda Odyssey EX-L w/Navigatio,19,28,Gas,250,248,6,3.5,FWD,Auto,4540
Honda Odyssey LX,19,28,Gas,250,248,6,3.5,FWD,Auto,4396
Honda Odyssey Touring,19,28,Gas,250,248,6,3.5,FWD,Auto,4581
Honda Odyssey Touring Elite,19,28,Gas,250,248,6,3.5,FWD,Auto,4613
Kia Sedona EX,17,24,Gas,246,269,6,3.5,FWD,Auto,4456
Kia Sedona LX,17,24,Gas,246,269,6,3.5,FWD,Auto,4456
Nissan Quest LE,19,25,Gas,240,260,6,3.5,FWD,Auto,4553
Nissan Quest S,19,25,Gas,240,260,6,3.5,FWD,Auto,4349
Nissan Quest SL,19,25,Gas,240,260,6,3.5,FWD,Auto,4489
Nissan Quest SV,19,25,Gas,240,260,6,3.5,FWD,Auto,4387
Toyota Sienna L,18,25,Gas,245,266,6,3.5,FWD,Auto,4310
Toyota Sienna LE (7-Passenger Mobility,18,25,Gas,245,266,6,3.5,FWD,Auto,4415
Toyota Sienna LE (8-Passenger,18,25,Gas,245,266,6,3.5,FWD,Auto,4415
Toyota Sienna LE (Auto Access Seat,18,25,Gas,245,266,6,3.5,FWD,Auto,4415
Toyota Sienna LE AWD,16,23,Gas,245,266,6,3.5,AWD,Auto,4590
Toyota Sienna Limited,18,25,Gas,245,266,6,3.5,FWD,Auto,4515
Toyota Sienna Limited AWD,16,23,Gas,245,266,6,3.5,AWD,Auto,4735
Toyota Sienna SE,18,25,Gas,245,266,6,3.5,FWD,Auto,4480
Toyota Sienna XLE (8-Passenger,18,25,Gas,245,266,6,3.5,FWD,Auto,4465
Toyota Sienna XLE (Auto Access Seat,18,25,Gas,245,266,6,3.5,FWD,Auto,4465
Toyota Sienna XLE AWD,16,23,Gas,245,266,6,3.5,AWD,Auto,4735
Cadillac Escalade,14,18,Flexible Fuel,417,403,8,6.2,FWD,Auto,5527
Cadillac Escalade AWD,13,18,Flexible Fuel,417,403,8,6.2,AWD,Auto,5718
Cadillac Escalade ESV,14,18,Flexible Fuel,417,403,8,6.2,FWD,Auto,5787
Cadillac Escalade ESV AWD,13,18,Flexible Fuel,417,403,8,6.2,AWD,Auto,5982
Cadillac Escalade ESV Luxury,14,18,Flexible Fuel,417,403,8,6.2,FWD,Auto,5787
Cadillac Escalade ESV Luxury AWD,13,18,Flexible Fuel,417,403,8,6.2,AWD,Auto,5982
Cadillac Escalade ESV Platinum Edition,14,18,Flexible Fuel,417,403,8,6.2,FWD,Auto,5787
Cadillac Escalade ESV Platinum Edition AWD,13,18,Flexible Fuel,417,403,8,6.2,AWD,Auto,5982
Cadillac Escalade ESV Premium,14,18,Flexible Fuel,417,403,8,6.2,FWD,Auto,5787
Cadillac Escalade ESV Premium AWD,13,18,Flexible Fuel,417,403,8,6.2,AWD,Auto,5982
Cadillac Escalade Luxury,14,18,Flexible Fuel,417,403,8,6.2,FWD,Auto,5527
Cadillac Escalade Luxury AWD,13,18,Flexible Fuel,417,403,8,6.2,AWD,Auto,5718
Cadillac Escalade Platinum Edition,14,18,Flexible Fuel,417,403,8,6.2,FWD,Auto,5527
Cadillac Escalade Platinum Edition AWD,13,18,Flexible Fuel,417,403,8,6.2,AWD,Auto,5718
Cadillac Escalade Premium,14,18,Flexible Fuel,417,403,8,6.2,FWD,Auto,5527
Cadillac Escalade Premium AWD,13,18,Flexible Fuel,417,403,8,6.2,AWD,Auto,5718
Chevrolet Suburban 1500 LS,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5674
Chevrolet Suburban 1500 LS 4WD,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5820
Chevrolet Suburban 1500 LT,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5674
Chevrolet Suburban 1500 LT 4WD,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5820
Chevrolet Suburban 1500 LTZ,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5674
Chevrolet Suburban 1500 LTZ 4WD,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5820
Chevrolet Tahoe LS,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5467
Chevrolet Tahoe LS 4WD,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5694
Chevrolet Tahoe LT,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5467
Chevrolet Tahoe LT 4WD,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5694
Chevrolet Tahoe LTZ,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5467
Chevrolet Tahoe LTZ 4WD,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5694
Ford Expedition EL King Ranch,14,20,Flexible Fuel,365,310,8,5.4,FWD,Auto,5844
Ford Expedition EL King Ranch 4WD,13,18,Flexible Fuel,365,310,8,5.4,4WD,Auto,6078
Ford Expedition EL Limited,14,20,Flexible Fuel,365,310,8,5.4,FWD,Auto,5844
Ford Expedition EL Limited 4WD,13,18,Flexible Fuel,365,310,8,5.4,4WD,Auto,6078
Ford Expedition EL XLT,14,20,Flexible Fuel,365,310,8,5.4,FWD,Auto,5844
Ford Expedition EL XLT 4WD,13,18,Flexible Fuel,365,310,8,5.4,4WD,Auto,6078
Ford Expedition King Ranch,14,20,Flexible Fuel,365,310,8,5.4,FWD,Auto,5549
Ford Expedition King Ranch 4WD,13,18,Flexible Fuel,365,310,8,5.4,4WD,Auto,5781
Ford Expedition Limited,14,20,Flexible Fuel,365,310,8,5.4,FWD,Auto,5549
Ford Expedition Limited 4WD,13,18,Flexible Fuel,365,310,8,5.4,4WD,Auto,5781
Ford Expedition XLT,14,20,Flexible Fuel,365,310,8,5.4,FWD,Auto,5549
Ford Expedition XLT 4WD,13,18,Flexible Fuel,365,310,8,5.4,4WD,Auto,5781
GMC Yukon Denali,14,18,Flexible Fuel,417,403,8,6.2,FWD,Auto,5491
GMC Yukon Denali AWD,13,18,Flexible Fuel,417,403,8,6.2,AWD,Auto,5685
GMC Yukon SLE,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5467
GMC Yukon SLE 4WD,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5694
GMC Yukon SLT,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5467
GMC Yukon SLT 4WD,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5694
GMC Yukon XL 1500 Denali,14,18,Flexible Fuel,403,403,8,6.2,FWD,Auto,5739
GMC Yukon XL 1500 Denali AW,13,18,Flexible Fuel,403,403,8,6.2,AWD,Auto,5939
GMC Yukon XL 1500 SL,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5674
GMC Yukon XL 1500 SLE 4W,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5820
GMC Yukon XL 1500 SL,15,21,Flexible Fuel,335,320,8,5.3,FWD,Auto,5674
GMC Yukon XL 1500 SLT 4W,15,21,Flexible Fuel,335,320,8,5.3,4WD,Auto,5820
Infiniti QX80,14,20,Gas,413,400,8,5.6,FWD,Auto,5633
Infiniti QX80 AWD,14,20,Gas,413,400,8,5.6,AWD,Auto,5878
Jeep Wrangler Rubicon 4W,17,21,Gas,260,285,6,3.6,4WD,Manual,4104
Jeep Wrangler Rubicon X 4W,17,21,Gas,260,285,6,3.6,4WD,Manual,4104
Jeep Wrangler Sahara 4W,17,21,Gas,260,285,6,3.6,4WD,Manual,3951
Jeep Wrangler Sahara Polar Edition 4W,17,21,Gas,260,285,6,3.6,4WD,Manual,3951
Jeep Wrangler Sport 4W,17,21,Gas,260,285,6,3.6,4WD,Manual,3760
Jeep Wrangler Sport Freedom Edition 4W,17,21,Gas,260,285,6,3.6,4WD,Manual,3760
Jeep Wrangler Sport S 4W,17,21,Gas,260,285,6,3.6,4WD,Manual,3760
Jeep Wrangler Unlimited Rubicon 4W,16,21,Gas,260,285,6,3.6,4WD,Manual,4315
Jeep Wrangler Unlimited Rubicon X 4W,16,21,Gas,260,285,6,3.6,4WD,Manual,4315
Jeep Wrangler Unlimited Sahara 4W,16,21,Gas,260,285,6,3.6,4WD,Manual,4269
Jeep Wrangler Unlimited Sahara Dragon 4W,16,21,Gas,260,285,6,3.6,4WD,Manual,4269
Jeep Wrangler Unlimited Sahara Polar Edition 4W,16,21,Gas,260,285,6,3.6,4WD,Manual,4269
Jeep Wrangler Unlimited Sport 4W,16,21,Gas,260,285,6,3.6,4WD,Manual,4075
Jeep Wrangler Unlimited Sport S 4W,16,21,Gas,260,285,6,3.6,4WD,Manual,4075
Lexus GX 460 4WD,15,20,Gas,329,301,8,4.6,4WD,Auto,5128
Lexus GX 460 Luxury 4WD,15,20,Gas,329,301,8,4.6,4WD,Auto,5179
Lexus LX 570 4WD,12,17,Gas,403,383,8,5.7,4WD,Auto,6000
Lincoln Navigator,14,20,Flexible Fuel,365,310,8,5.4,FWD,Auto,5780
Lincoln Navigator 4WD,13,18,Flexible Fuel,365,310,8,5.4,4WD,Auto,5986
Lincoln Navigator L,14,20,Flexible Fuel,365,310,8,5.4,FWD,Auto,6031
Lincoln Navigator L 4WD,13,18,Flexible Fuel,365,310,8,5.4,4WD,Auto,6239
Mercedes-Benz G550 4MATIC AWD,12,15,Gas,391,382,8,5.5,AWD,Auto,5578
Mercedes-Benz G63 AMG 4MATIC AWD,12,14,Gas,560,536,8,5.5,AWD,Auto,5622
Nissan Armada Platinum,13,19,Gas,385,317,8,5.6,FWD,Auto,5549
Nissan Armada Platinum 4WD,12,18,Gas,385,317,8,5.6,4WD,Auto,5841
Nissan Armada SL,13,19,Gas,385,317,8,5.6,FWD,Auto,5456
Nissan Armada SL 4WD,12,18,Gas,385,317,8,5.6,4WD,Auto,5748
Nissan Armada SV,13,19,Gas,385,317,8,5.6,FWD,Auto,5267
Nissan Armada SV 4WD,12,18,Gas,385,317,8,5.6,4WD,Auto,5675
Nissan Xterra PRO-4X 4WD,15,20,Gas,281,261,6,4.0,4WD,Auto,4425
Nissan Xterra PRO-4X 4W,16,20,Gas,281,261,6,4.0,4WD,Manual,4408
Nissan Xterra S,16,22,Gas,281,261,6,4.0,FWD,Auto,4140
Nissan Xterra S 4WD,15,20,Gas,281,261,6,4.0,4WD,Auto,4353
Nissan Xterra S 4W,16,20,Gas,281,261,6,4.0,4WD,Manual,4357
Nissan Xterra X,16,22,Gas,281,261,6,4.0,FWD,Auto,4148
Nissan Xterra X 4WD,15,20,Gas,281,261,6,4.0,4WD,Auto,4359
Toyota 4Runner Limited,17,22,Gas,278,270,6,4.0,FWD,Auto,4525
Toyota 4Runner Limited 4WD,17,21,Gas,278,270,6,4.0,4WD,Auto,4805
Toyota 4Runner SR5,17,22,Gas,278,270,6,4.0,FWD,Auto,4400
Toyota 4Runner SR5 4WD,17,21,Gas,278,270,6,4.0,4WD,Auto,4675
Toyota 4Runner SR5 Premium,17,22,Gas,278,270,6,4.0,FWD,Auto,4400
Toyota 4Runner SR5 Premium 4WD,17,21,Gas,278,270,6,4.0,4WD,Auto,4675
Toyota 4Runner Trail 4WD,17,21,Gas,278,270,6,4.0,4WD,Auto,4750
Toyota 4Runner Trail Premium 4WD,17,21,Gas,278,270,6,4.0,4WD,Auto,4750
Toyota FJ Cruise,16,20,Gas,271,260,6,4.0,FWD,Auto,4050
Toyota FJ Cruiser 4W,17,20,Gas,271,260,6,4.0,4WD,Auto,4295
Toyota FJ Cruiser 4W,15,18,Gas,271,260,6,4.0,4WD,Manual,4290
Toyota Land Cruiser 4WD,13,18,Gas,401,381,8,5.7,4WD,Auto,5730
Toyota Sequoia Limited,13,17,Gas,401,381,8,5.7,FWD,Auto,5730
Toyota Sequoia Limited 4WD,13,17,Gas,401,381,8,5.7,4WD,Auto,5985
Toyota Sequoia Limited 4WD (Flexible Fuel,13,17,Flexible Fuel,401,381,8,5.7,4WD,Auto,5985
Toyota Sequoia Platinum,13,17,Gas,401,381,8,5.7,FWD,Auto,5745
Toyota Sequoia Platinum 4WD,13,17,Gas,401,381,8,5.7,4WD,Auto,6045
Toyota Sequoia Platinum 4WD (Flexible Fuel,13,17,Flexible Fuel,401,381,8,5.7,4WD,Auto,6045
Toyota Sequoia SR5,13,17,Gas,401,381,8,5.7,FWD,Auto,5730
Toyota Sequoia SR5 4WD,13,17,Gas,401,381,8,5.7,4WD,Auto,5985
Toyota Sequoia SR5 4WD (Flexible Fuel,13,17,Flexible Fuel,401,381,8,5.7,4WD,Auto,5985
